выполн;3;11764367.3033;
априорн;3;799954.851754;
донецк;1;30410.2910154;
перенес;2;3403530.81926;
использу;1;1601345.77523;
эволюцион;2;240918.322566;
список;2;15426973.7634;
обязательн;2;7222239.00449;
присутств;1;1301498.71374;
гарантирова;2;422313.220856;
функционирован;7;1381540.80862;
завис;2;2810300.21212;
michalewicz;1;1.25288535686;
модел;13;8640843.02538;
корректиру;1;1985578.20081;
следств;1;669950.199122;
характеристик;7;7251348.15029;
исключа;1;382820.134288;
приложен;3;875761.615172;
потребова;3;811872.897516;
составля;1;352852.992228;
параллелизм;1;28861.390478;
конец;1;5319092.37067;
ti;3;3765094.48233;
мягк;2;242806.956949;
предположен;2;21638036.3371;
td;9;1404031.50779;
затрат;4;903873.164179;
наук;4;775603.872894;
элемент;5;4128870.50578;
последовательн;5;6033378.8995;
оптимизац;9;1440630.40731;
обслуживан;5;752907.940036;
математическ;5;807844.965704;
всюд;2;1093994.72115;
лейзерсон;1;25484.4633163;
тополог;1;155033.547066;
зада;32;21288969.7896;
вершин;10;10738933.3906;
снят;2;14467309.9136;
должн;6;3009088.93582;
восстановлен;14;10790541.7085;
докаж;3;2686929.38276;
представлен;38;18132257.1376;
se_ex;1;211057.83271;
teas;6;948569.782877;
вычислительн;18;23241380.9661;
содерж;3;7016435.6206;
восстановл;3;1374521.26836;
p;28;64760220.9854;
друг;13;17204671.7311;
детерминирова;9;2398658.72231;
устран;2;14637681.3318;
подлежа;1;25004.6227094;
определ;13;11235149.1794;
выполнен;34;29550838.6213;
отлич;2;1233005.67246;
тематическ;1;54445.0932237;
говор;2;7095244.09408;
комбинаторн;5;462982.802993;
целочислен;9;6854234.33057;
батищ;1;70735.4841094;
результат;3;1235734.75996;
пресс;2;394390.317908;
детализац;3;717494.822238;
структур;6;2095755.705;
отвеча;1;308538.850984;
представ;2;720676.223607;
обозрен;1;180734.854986;
tep;9;1205687.02986;
локальн;5;1275859.25155;
удовлетворя;20;12630885.4769;
двум;1;585253.40141;
ориентирова;1;29969.8130079;
след;12;15536118.9068;
нижн;3;1712683.70513;
существ;8;3321094.63084;
максимальн;11;8554594.29285;
параметрическ;16;8972182.6935;
набор;13;29895582.5568;
следующ;1;642835.712194;
средств;18;6333734.72149;
локализова;1;275644.174038;
средн;4;953193.428494;
предлага;1;88612.8367994;
задержк;4;800764.150507;
происходя;1;163693.033674;
применя;5;10773242.9462;
передач;3;323816.049182;
событ;2;7117913.27426;
регистров;3;632905.001644;
информац;3;651152.529284;
архитектур;26;16156082.9654;
указа;4;563832553.8;
завершен;7;1926919.44329;
необходим;2;173080994.21;
интерва;86;927440000.391;
параметр;42;252082684.515;
так;16;18355745.052;
длин;1;429007.112274;
беллма;1;21591.8704007;
го;9;22772453.9503;
эт;6;4805171.27867;
решен;29;6920028.50949;
k;34;56724153.9114;
задержек;4;1248567.0674;
построен;35;12984719.2329;
обзор;1;507267.495146;
ограничива;1;335019.911703;
вырожден;1;95802.8948195;
некотор;6;4525356.50184;
скрещиван;1;526193.297575;
размещен;8;40078641.2641;
наруша;9;55537044.059;
слага;1;275457.229224;
pin;10;7572844554.88;
буд;15;961944581.121;
последейств;1;149982.014008;
vik;1;785483.65453;
имеет;5;5145150.91545;
лес;1;398798.32574;
факториальн;2;798304.41668;
проектирован;19;8142933.84933;
комбинац;1;43762.3173281;
меньш;2;2490933.73917;
лежа;1;722047.6691;
равн;15;81196845.7894;
послед;1;88612.8367994;
алгоритмическ;1;439740.842661;
оста;1;4836189.25602;
процессор;35;41268390.032;
одновремен;1;193799.579313;
стро;4;2005548.31487;
дела;2;1179230.59948;
ветв;3;354529.907129;
сил;6;12810872.9201;
варьируем;2;1129117.9865;
назов;1;2036176.57917;
времен;22;11849240.9597;
диапазон;3;1640569.64105;
всероссийск;1;9664.32046739;
подразумева;1;134438.493284;
рав;3;6872658.35611;
момент;2;602556.249936;
внутрен;2;473721.98323;
научн;1;17988.4316834;
инвариант;9;2279812.93055;
располож;4;3948397.74393;
springer;1;15895.1978094;
выбра;8;9345525.36842;
абстрактн;3;995732.442625;
черноголовк;1;147238.149691;
f;10;5595314.1487;
pout;10;7098583004.89;
запис;1;79125.0947383;
беступиков;2;605872.691829;
сво;3;2567591.26434;
se_end;1;486845.0768;
составлен;6;2099749.2221;
нарушен;2;867513.257464;
spm;4;358242558.39;
уменьш;1;528236.467366;
минимизир;4;1306435.28817;
сред;4;607829.188884;
увеличива;2;3615364.09082;
вносим;1;21224.592833;
сохраня;3;1312723.21332;
указыва;1;538803.96;
работ;16;2793230.27069;
spi;8;31631303.8787;
постро;1;484775.586764;
spk;6;60932287.6841;
сдела;2;680853.263656;
рабоч;172;874551913.724;
привод;4;7245943.6194;
обуславлива;2;640424.320535;
имет;3;4101495.56659;
стратег;13;8509225.75171;
настоя;1;232704.514264;
изменен;10;5925838.8546;
arbor;1;235.357789868;
воробьев;1;7195.22519776;
сборник;1;507938.551557;
фиксирова;1;378547.863044;
изд;1;146596.978144;
приоритет;7;6049645.36811;
сохран;1;807442.622073;
систем;13;8509782.75805;
привяза;1;1002875.70561;
роман;1;34157.0980431;
нулев;1;1078743.37683;
й;7;21227387.2495;
трех;1;393482.277985;
запрос;1;73667.1567711;
привязк;19;18638075.35;
однознач;2;3011781.50789;
конкретн;7;2417109.016;
корректир;2;54252795.2233;
инач;1;523129.420968;
выявл;1;289817.314566;
суммарн;1;205221.281076;
матриц;5;27598885.3251;
индекс;5;17190645.0464;
управля;1;146284.349821;
пят;1;262490.395007;
расписан;194;143600346.002;
выполня;11;20703713.9558;
отмет;1;44696.9358968;
расшир;1;774655.314296;
l;5;6439632.7923;
a;14;6321672.00155;
процесс;46;75593478.2326;
имен;1;600221.280002;
осуществля;6;7924163.1585;
third;1;2316.24632575;
доказа;3;1267871.95561;
различн;11;8981244.20225;
sp;18;45165137.7752;
мен;1;194970.789428;
индивидуальн;1;337658.731038;
строг;1;87002.5871718;
algorithms;1;1.23679744134;
ацикличн;4;1686284.10921;
инструмент;1;274213.811589;
уоссерм;1;12204.6123685;
метк;5;10772826.3937;
предыдущ;5;5190860.80039;
станов;2;7033284.52286;
генетическ;8;1896249.15516;
внешн;2;616008.56462;
оценк;10;3579929.81791;
нахожден;6;17101389.8452;
взвешен;2;352187.172019;
согласова;3;602295.681952;
обновлен;2;598765.704662;
сведен;2;377313.403852;
предложен;1;116374.033591;
соотношен;1;68223.5907435;
м;15;17641800.0102;
реализац;4;1028471.75744;
точност;2;588240.347826;
ресурс;18;7446086.19688;
привест;2;1102270.51396;
планирован;1;53866.0130637;
holland;1;7071051.05802;
приближен;1;302675.761332;
опуска;1;350032608.062;
исправля;1;258880.058505;
рассматрива;7;8313579.08956;
параллельн;5;1816232.68097;
yk;1;1094377.04366;
интервал;96;475385458.567;
теорем;6;4222183.13663;
цикл;1;48496.1865689;
полносвязн;2;735684.48638;
количеств;3;2443591.1667;
оптимизируем;1;1116777.20852;
evolution;1;185.34648026;
dat;1;15.0592440369;
вс;41;18900779.8553;
смысл;1;252939.925559;
машин;2;378063.092514;
наход;17;43419067.691;
ярусн;19;9439320.56046;
meas;1;600631.698855;
дискретн;2;186720.200476;
ход;3;741952.790893;
вмест;1;1588032.19682;
целев;8;3926166.43948;
минимизац;1;317178.494022;
выпуск;1;162302.267495;
получен;29;29585246.2954;
влиян;5;1937317.0618;
вызыва;1;735062.837773;
теор;4;725276.045238;
эвристик;2;189395.379828;
sp_spr;2;3089352.92819;
