выполн;1;480.850370824;
звук;1;780.169612775;
сглаживан;1;519.432244979;
dynamic;2;122.17806647;
список;1;615.576238567;
гарантирова;1;2449.78235185;
алгебраическ;5;6030.53183325;
расширен;1;1286.36348557;
выдава;1;913.144977038;
характеристик;1;1465.79061806;
фур;1;647.387475464;
составля;1;590.137349464;
изложен;1;1060.89183487;
научн;3;627.384482018;
акс;35;47120.106424;
настроек;1;1449.46542801;
поступа;1;3636.35255809;
последовательн;4;3796.43132012;
удален;1;958.017913513;
оптимизац;1;126.789766216;
минимизирова;1;302.80579905;
булев;1;611.11711217;
математическ;1;836.017213541;
зада;16;14794.0053895;
должн;2;2183.29584169;
сформулирова;2;1860.0936329;
случа;2;2609.41411103;
содерж;1;1468.71058612;
друг;8;14038.895695;
институт;1;22.8710464511;
ait;1;36.0143241675;
перестанет;1;1635.91402681;
определ;4;8360.20915856;
отлич;1;484.43813183;
сигна;2;2251.17008905;
непересека;1;531.060381544;
комбинаторн;1;461.25039008;
результат;8;11381.4607546;
пресс;2;402.319234695;
состоя;1;594.812254002;
пример;2;2565.16656412;
представ;1;702.12693117;
локальн;1;559.238306383;
n;1;74.3628124131;
удовлетворя;2;3180.07399604;
след;13;11697.2794411;
метрик;1;167.181732207;
параметрическ;2;3545.47907039;
набор;16;28686.8410249;
средств;3;2806.61384566;
иска;1;1584.41489053;
средн;2;753.027307791;
обнаружива;1;782.448735218;
применя;1;1258.28763929;
авар;3;5655.56838382;
вмк;2;27.9332242279;
высок;2;3927.85573817;
информац;4;8674.49360135;
указа;5;10052.7299693;
используем;2;7018.34606807;
необходим;5;7128.35785101;
параметр;15;15502.9651649;
так;10;15905.1087227;
длин;4;5324.17638393;
абсолютн;1;422.950262772;
эт;6;7191.50184454;
прецедент;3;3440.87251762;
искаж;2;3422.06220169;
построен;17;24012.7359815;
слов;1;766.787797364;
некотор;8;12699.6089076;
обознача;2;1897.98137112;
разметок;14;22027.7677152;
состав;3;1572.46970503;
буд;16;22157.7057961;
классическ;1;1685.07501065;
коэффициент;1;1824.59397924;
прогнозирован;2;1192.16135516;
равн;2;1992.35425394;
настройк;1;1174.75696367;
msu;2;53.8293755901;
отчет;1;1433.15936429;
наперед;1;307.078928413;
стро;2;2130.33201807;
неисправн;3;2925.82544957;
времен;14;24124.8825341;
стабильн;1;3545.98511371;
амплитуд;14;31096.2712731;
ю;1;154.543728228;
машин;1;508.312931266;
выборк;29;43490.8487891;
выбра;5;5887.18419932;
ma;2;19.4113582101;
макс;2;281.384194611;
сво;2;1981.72087471;
составлен;1;550.179810755;
publications;1;10.256631124;
v;2;1489.42507969;
проектирован;1;745.801297724;
сред;4;9166.42174489;
сохраня;3;8612.14096865;
тумакин;1;355.69260953;
работ;18;42645.4825241;
постро;2;2485.73792161;
обуча;11;15301.6989841;
kost;1;8.38676461096;
фиксирова;1;509.622033266;
соб;4;3949.03624019;
изменен;5;6334.58243911;
привод;1;1215.22848728;
тренд;3;3686.00067033;
изд;3;1317.04828649;
показыва;1;701.335093802;
систем;60;118141.089245;
й;2;77.1345770314;
кажд;20;34929.8495168;
разделя;1;675.02014809;
микросн;1;1114.09197116;
показа;2;2763.80892012;
индекс;3;5644.95218091;
выполня;19;71617.4936593;
pdf;2;158.741323028;
обнаружен;1;3355.20911939;
имен;2;5986.88470581;
монотон;1;515.796679387;
различн;5;11606.1340503;
барыбин;1;263.418344324;
su;2;251.42541379;
счита;6;10231.8171823;
плоск;1;729.006957286;
si;1;2.31914699734;
управлен;1;40.1644945914;
first;1;1.74306836278;
оценк;2;1642.00561757;
борот;1;1764.62275359;
существова;1;3511.18625607;
окружа;2;3249.93760753;
предложен;3;2601.51112417;
соотношен;1;695.75199353;
вычисля;1;574.26973886;
окол;1;1176.40155617;
ведет;3;3100.01172076;
точност;2;1896.53561769;
корпус;2;43.7344190848;
производ;1;1199.03853094;
д;6;1813.87637452;
рассматрива;7;10449.5643147;
сокращен;2;1929.39782163;
провест;1;4082.20009302;
количеств;1;541.856472293;
род;10;9832.03608995;
dat;1;11.964367804;
точек;1;1148.91744115;
порядк;1;282.000436559;
итеративн;2;618.067725627;
приводя;1;6775.88334004;
никак;1;2283.15605476;
шаблон;1;1635.0464587;
дискретн;1;556.164897693;
вмест;1;568.451878474;
целев;6;5101.18362191;
найдет;1;1231.64324239;
рукописн;2;2050.46637121;
получен;5;6041.62301116;
влиян;1;202.906041719;
меньш;1;243.779863433;
режим;1;3796.76584358;
требуем;1;753.74659901;
област;3;2245.9749792;
обучен;5;9035.67209607;
многомерн;2;3456.90961854;
оказа;2;1114.44285792;
заложен;3;11822.4561882;
шаг;4;1957.2593287;
michael;1;4.06812441801;
относительн;8;15807.7481184;
значен;16;13785.1592085;
срабатыван;2;973.99712075;
проблем;1;120.731618938;
ниж;1;462.178864406;
трапезников;1;266.821953192;
шумов;1;793.043193325;
сетк;1;315.560549291;
ru;1;4.18148213573;
выдел;1;514.089038697;
выбира;2;1226.76079222;
соответств;7;21795.0789972;
две;1;396.273932337;
пространств;3;3916.38030829;
информатик;1;46.9968501265;
тип;4;3204.59061676;
найт;1;3521.45263503;
относя;1;4818.54876259;
orm;1;126.016393343;
предлож;4;4400.42821601;
voron;1;7.84045756938;
выбор;2;1064.21781459;
иде;2;716.520972494;
контрол;1;1356.62842677;
происход;4;3795.77779771;
конечн;1;1977.14399593;
микрон;1;187.18108417;
ран;2;1450.22388947;
ключев;1;113.791359168;
учебн;2;61.1629541392;
конференц;4;1664.07475072;
неотрицательн;1;876.911510304;
создан;1;619.420379004;
развит;1;493.451856077;
он;1;581.336948771;
метод;9;6990.8361572;
переход;4;2450.22481037;
част;5;11412.5813689;
аксиоматическ;2;1779.16602739;
размеча;2;3932.28979999;
числен;2;998.517251131;
спуск;1;128.904200643;
соста;1;1262.91754458;
обусловл;1;711.348672855;
состо;3;8821.92530523;
завися;1;2000.6459588;
дополнен;1;369.245546693;
литератур;1;89.8079954863;
называ;8;16207.0661821;
наблюден;1;1744.04215951;
определя;4;5829.17108159;
свидетельств;1;703.689055669;
предприят;1;171.240737113;
датчик;7;8060.48266964;
a;2;4864.04585263;
mining;1;10.2083402277;
настраива;1;1410.68756982;
обработк;2;1297.87108296;
подкласс;1;1080.55757943;
измерен;1;371.394062216;
долж;2;1199.96131584;
рудак;1;123.620104776;
включа;3;3900.08518381;
задач;17;23217.2854595;
отвеча;1;1207.26423344;
dtw;1;36.7007332333;
получ;4;5295.95192794;
перв;4;4631.87235162;
содержа;10;51301.1085978;
использован;5;6189.39331711;
использ;1;1181.58130938;
учет;1;639.588100291;
облада;2;1721.01866586;
алгоритм;66;68417.7790407;
окончан;2;10032.9615664;
окрестн;2;2879.39876934;
аварийн;6;9814.42220336;
е;4;3422.75064254;
ответ;1;1678.07037586;
итерац;2;1184.67011759;
распозна;1;255.033834325;
исследован;7;2125.28613173;
